rank,RegionName,City,StateName,Metro,predicted_12m_appreciation
14266,68461,Walton,NE,"Lincoln, NE",0.03578742
14267,47948,Goodland,IN,"Chicago-Naperville-Elgin, IL-IN-WI",0.035785258
14268,30630,Crawford,GA,"Athens-Clarke County, GA",0.035784826
14269,46217,Indianapolis,IN,"Indianapolis-Carmel-Anderson, IN",0.035783727
14270,28786,Waynesville,NC,"Asheville, NC",0.03578194
14271,1742,Concord,MA,"Boston-Cambridge-Newton, MA-NH",0.035777006
14272,97403,Eugene,OR,"Eugene-Springfield, OR",0.035775747
14273,80487,Steamboat Springs,CO,"Steamboat Springs, CO",0.03577296
14274,59106,Billings,MT,"Billings, MT",0.03577287
14275,13809,Mount Upton,NY,"Oneonta, NY",0.03577216
14276,55347,Eden Prairie,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",0.035771303
14277,95236,Linden,CA,"Stockton, CA",0.035769347
14278,31788,Moultrie,GA,"Moultrie, GA",0.03576717
14279,43720,Blue Rock,OH,"Zanesville, OH",0.03576639
14280,74941,,OK,,0.035764653
14281,40440,Junction City,KY,"Danville, KY",0.035760276
14282,38477,Prospect,TN,,0.03575842
14283,97469,Riddle,OR,"Roseburg, OR",0.035755232
14284,7719,Wall,NJ,"New York-Newark-Jersey City, NY-NJ-PA",0.035754286
14285,38321,Cedar Grove,TN,,0.035752513
14286,94114,San Francisco,CA,"San Francisco-Oakland-Berkeley, CA",0.03575047
14287,82932,Farson,WY,"Rock Springs, WY",0.035748754
14288,67570,Pretty Prairie,KS,"Hutchinson, KS",0.03574798
14289,68710,,NE,"Sioux City, IA-NE-SD",0.035747327
14290,41602,Auxier,KY,,0.035746574
14291,91024,Sierra Madre,CA,"Los Angeles-Long Beach-Anaheim, CA",0.03574653
14292,56453,Hewitt,MN,"Fergus Falls, MN",0.035745256
14293,69150,Madrid,NE,,0.035744987
14294,28611,Collettsville,NC,"Hickory-Lenoir-Morganton, NC",0.03574056
14295,12024,Old Chatham,NY,"Hudson, NY",0.035738472
14296,68048,Plattsmouth,NE,"Omaha-Council Bluffs, NE-IA",0.035737567
14297,16046,Mars,PA,"Pittsburgh, PA",0.035734102
14298,98512,Olympia,WA,"Olympia-Lacey-Tumwater, WA",0.035733905
14299,80751,Sterling,CO,"Sterling, CO",0.035731245
14300,21661,Rock Hall,MD,,0.035725307
14301,91740,Glendora,CA,"Los Angeles-Long Beach-Anaheim, CA",0.035723586
14302,80832,Matheson,CO,"Denver-Aurora-Lakewood, CO",0.035720404
14303,82426,Greybull,WY,,0.035714265
14304,55373,Rockford,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",0.035712115
14305,98502,,WA,"Olympia-Lacey-Tumwater, WA",0.03570996
14306,89084,North Las Vegas,NV,"Las Vegas-Henderson-Paradise, NV",0.035709675
14307,12470,Purling,NY,,0.035708863
14308,38478,Pulaski,TN,,0.035704825
14309,79201,Childress,TX,,0.035704713
14310,15122,West Mifflin,PA,"Pittsburgh, PA",0.035703715
14311,46301,,IN,"Chicago-Naperville-Elgin, IL-IN-WI",0.035703182
14312,1945,Marblehead,MA,"Boston-Cambridge-Newton, MA-NH",0.035703026
14313,97051,Saint Helens,OR,"Portland-Vancouver-Hillsboro, OR-WA",0.03570246
14314,28782,Columbus,NC,,0.035701513
14315,37379,Soddy-Daisy,TN,"Chattanooga, TN-GA",0.035699304
14316,58228,Emerado,ND,"Grand Forks, ND-MN",0.035699017
14317,92591,Temecula,CA,"Riverside-San Bernardino-Ontario, CA",0.035697125
14318,18610,Blakeslee,PA,"East Stroudsburg, PA",0.035692807
14319,7830,Califon,NJ,"New York-Newark-Jersey City, NY-NJ-PA",0.03568996
14320,1863,Chelmsford,MA,"Boston-Cambridge-Newton, MA-NH",0.035685547
14321,40737,Keavy,KY,"London, KY",0.035684627
14322,90720,Los Alamitos,CA,"Los Angeles-Long Beach-Anaheim, CA",0.03568415
14323,78045,Laredo,TX,"Laredo, TX",0.035683237
14324,92395,Victorville,CA,"Riverside-San Bernardino-Ontario, CA",0.03568093
14325,70525,Church Point,LA,"Lafayette, LA",0.03568057
14326,12981,Saranac,NY,"Plattsburgh, NY",0.035679348
14327,28315,Aberdeen,NC,"Pinehurst-Southern Pines, NC",0.03567818
14328,15101,Allison Park,PA,"Pittsburgh, PA",0.03567726
14329,93560,Rosamond,CA,"Bakersfield, CA",0.03567623
14330,17201,Chambersburg,PA,"Chambersburg-Waynesboro, PA",0.03567331
14331,6840,New Canaan,CT,"Bridgeport-Stamford-Norwalk, CT",0.035667047
14332,23035,,VA,"Virginia Beach-Norfolk-Newport News, VA-NC",0.03566508
14333,54632,Genoa,WI,,0.03566477
14334,6073,Glastonbury,CT,"Hartford-East Hartford-Middletown, CT",0.035664443
14335,98532,Chehalis,WA,"Centralia, WA",0.03566187
14336,32464,Westville,FL,"Crestview-Fort Walton Beach-Destin, FL",0.0356589
14337,91306,Los Angeles,CA,"Los Angeles-Long Beach-Anaheim, CA",0.03565766
14338,92024,Encinitas,CA,"San Diego-Chula Vista-Carlsbad, CA",0.0356541
14339,97601,Klamath Falls,OR,"Klamath Falls, OR",0.035650276
14340,83627,Glenns Ferry,ID,"Mountain Home, ID",0.035647653
14341,57212,,SD,"Brookings, SD",0.03563708
14342,10956,New City,NY,"New York-Newark-Jersey City, NY-NJ-PA",0.035635136
14343,55376,Saint Michael,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",0.035631172
14344,23294,Henrico,VA,"Richmond, VA",0.0356299
14345,45772,Reedsville,OH,,0.035627943
14346,37705,Andersonville,TN,"Knoxville, TN",0.035624407
14347,95258,Woodbridge,CA,"Stockton, CA",0.03562342
14348,63701,Cape Girardeau,MO,"Cape Girardeau, MO-IL",0.03562271
14349,55343,Hopkins,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",0.035620756
14350,23435,Suffolk,VA,"Virginia Beach-Norfolk-Newport News, VA-NC",0.03561765
14351,19001,Abington,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",0.03561637
14352,55975,Spring Valley,MN,"Rochester, MN",0.035616234
14353,45229,Cincinnati,OH,"Cincinnati, OH-KY-IN",0.035616174
14354,11357,New York,NY,"New York-Newark-Jersey City, NY-NJ-PA",0.03561364
14355,92008,Carlsbad,CA,"San Diego-Chula Vista-Carlsbad, CA",0.035609696
14356,98849,Riverside,WA,,0.035607345
14357,99036,Valleyford,WA,"Spokane-Spokane Valley, WA",0.035603575
14358,8317,Dorothy,NJ,"Atlantic City-Hammonton, NJ",0.03560209
14359,54519,Conover,WI,,0.035598576
14360,60501,Summit,IL,"Chicago-Naperville-Elgin, IL-IN-WI",0.03559623
14361,7724,Eatontown,NJ,"New York-Newark-Jersey City, NY-NJ-PA",0.03559599
14362,7826,Branchville,NJ,"New York-Newark-Jersey City, NY-NJ-PA",0.035594814
14363,60404,Shorewood,IL,"Chicago-Naperville-Elgin, IL-IN-WI",0.035594214
14364,24736,,WV,"Bluefield, WV-VA",0.035593286
14365,55047,Marine on Saint Croix,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",0.03558958
14366,74833,Castle,OK,,0.03558528
14367,46140,Greenfield,IN,"Indianapolis-Carmel-Anderson, IN",0.035582975
14368,27851,Lucama,NC,"Wilson, NC",0.03558221
14369,79347,Muleshoe,TX,,0.035581637
14370,78872,La Pryor,TX,,0.03558137
14371,21009,Abingdon,MD,"Baltimore-Columbia-Towson, MD",0.03557909
14372,30104,Aragon,GA,"Cedartown, GA",0.035576116
14373,2464,Newton,MA,"Boston-Cambridge-Newton, MA-NH",0.035573907
14374,27048,Stoneville,NC,"Greensboro-High Point, NC",0.035573177
14375,85365,Yuma,AZ,"Yuma, AZ",0.035569746
14376,2896,North Smithfield,RI,"Providence-Warwick, RI-MA",0.03556341
14377,31716,Baconton,GA,,0.03556139
14378,94041,Mountain View,CA,"San Jose-Sunnyvale-Santa Clara, CA",0.035560723
14379,46825,Fort Wayne,IN,"Fort Wayne, IN",0.03555702
14380,55433,Coon Rapids,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",0.035553277
14381,91326,Los Angeles,CA,"Los Angeles-Long Beach-Anaheim, CA",0.03555309
14382,61362,Spring Valley,IL,"Ottawa, IL",0.035552733
14383,68927,Bertrand,NE,"Lexington, NE",0.03554942
14384,64469,Maysville,MO,"St. Joseph, MO-KS",0.035548072
14385,72901,Fort Smith,AR,"Fort Smith, AR-OK",0.035547387
14386,48034,Southfield,MI,"Detroit-Warren-Dearborn, MI",0.035547327
14387,53151,New Berlin,WI,"Milwaukee-Waukesha, WI",0.03554187
14388,74939,Hodgen,OK,,0.03553998
14389,44618,Dalton,OH,"Wooster, OH",0.035539735
14390,22655,Stephens City,VA,"Winchester, VA-WV",0.03553875
14391,49684,Traverse City,MI,"Traverse City, MI",0.035537567
14392,72956,Van Buren,AR,"Fort Smith, AR-OK",0.03553756
14393,28382,Roseboro,NC,"Fayetteville, NC",0.03553419
14394,73537,Olustee,OK,"Altus, OK",0.0355341
14395,37691,Trade,TN,,0.035532303
14396,8085,Swedesboro,NJ,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",0.03553186
14397,53587,South Wayne,WI,,0.035531808
14398,20770,Greenbelt,MD,"Washington-Arlington-Alexandria, DC-VA-MD-WV",0.03553028
14399,1970,Salem,MA,"Boston-Cambridge-Newton, MA-NH",0.03552834
14400,51601,Shenandoah,IA,,0.035527572
14401,8872,Sayreville,NJ,"New York-Newark-Jersey City, NY-NJ-PA",0.03552587
14402,95112,San Jose,CA,"San Jose-Sunnyvale-Santa Clara, CA",0.035525154
14403,20144,Delaplane,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",0.035523187
14404,52255,Lowden,IA,,0.035521578
14405,59930,Trego,MT,,0.035520684
14406,11361,New York,NY,"New York-Newark-Jersey City, NY-NJ-PA",0.03552005
14407,48601,Saginaw,MI,"Saginaw, MI",0.035516273
14408,45252,Cincinnati,OH,"Cincinnati, OH-KY-IN",0.035515636
14409,49729,Ellsworth,MI,,0.03551421
14410,1604,Worcester,MA,"Worcester, MA-CT",0.03551356
14411,13638,Carthage,NY,"Watertown-Fort Drum, NY",0.03551301
14412,94510,Benicia,CA,"Vallejo, CA",0.035508677
14413,49640,Honor,MI,"Traverse City, MI",0.035507657
14414,15204,Pittsburgh,PA,"Pittsburgh, PA",0.03550722
14415,55418,Minneapolis,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",0.03550637
14416,18469,Tyler Hill,PA,,0.035503555
14417,81415,Crawford,CO,"Montrose, CO",0.03550193
14418,61531,Farmington,IL,"Peoria, IL",0.03549806
14419,72125,Perry,AR,"Little Rock-North Little Rock-Conway, AR",0.035497826
14420,12435,Greenfield Park,NY,"Kingston, NY",0.035495684
14421,64657,McFall,MO,,0.035494667
14422,95672,Rescue,CA,"Sacramento-Roseville-Folsom, CA",0.035493895
14423,98359,Olalla,WA,"Bremerton-Silverdale-Port Orchard, WA",0.035493392
14424,11941,Eastport,NY,"New York-Newark-Jersey City, NY-NJ-PA",0.03549102
14425,46256,Indianapolis,IN,"Indianapolis-Carmel-Anderson, IN",0.035490014
14426,97824,Cove,OR,"La Grande, OR",0.035486244
14427,19119,Philadelphia,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",0.03548538
14428,8060,Mt Holly Township,NJ,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",0.03548322
14429,7460,Stockholm,NJ,"New York-Newark-Jersey City, NY-NJ-PA",0.035481974
14430,70533,Erath,LA,"Lafayette, LA",0.03547992
14431,91020,La Crescenta-Montrose,CA,"Los Angeles-Long Beach-Anaheim, CA",0.035478044
14432,24202,Bristol,VA,"Kingsport-Bristol, TN-VA",0.03547506
14433,7670,Tenafly,NJ,"New York-Newark-Jersey City, NY-NJ-PA",0.035473958
14434,14131,Ransomville,NY,"Buffalo-Cheektowaga, NY",0.035472423
14435,7103,Newark,NJ,"New York-Newark-Jersey City, NY-NJ-PA",0.035469994
14436,52757,,IA,"Clinton, IA",0.03546904
14437,12494,West Shokan,NY,"Kingston, NY",0.03546412
14438,12768,Parksville,NY,,0.035462752
14439,93013,Carpinteria,CA,"Santa Maria-Santa Barbara, CA",0.035461538
14440,65534,Laquey,MO,"Fort Leonard Wood, MO",0.035461333
14441,35670,,AL,"Decatur, AL",0.035459965
14442,25529,Julian,WV,"Charleston, WV",0.035458952
14443,55020,Elko New Market,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",0.03545789
14444,6268,Mansfield,CT,"Hartford-East Hartford-Middletown, CT",0.035456073
14445,60456,Hometown,IL,"Chicago-Naperville-Elgin, IL-IN-WI",0.035454724
14446,43155,Sugar Grove,OH,"Columbus, OH",0.035452414
14447,4479,Sangerville,ME,,0.03544653
14448,49332,Mecosta,MI,"Big Rapids, MI",0.03544505
14449,35755,Langston,AL,"Albertville, AL",0.035436567
14450,89512,Reno,NV,"Reno, NV",0.035434138
14451,22842,Mount Jackson,VA,,0.035433378
14452,75946,Garrison,TX,"Nacogdoches, TX",0.03543127
14453,36322,,AL,"Ozark, AL",0.03543053
14454,11758,Massapequa,NY,"New York-Newark-Jersey City, NY-NJ-PA",0.035426874
14455,56477,Sebeka,MN,"Fergus Falls, MN",0.03542184
14456,77707,Beaumont,TX,"Beaumont-Port Arthur, TX",0.035419255
14457,33332,Weston,FL,"Miami-Fort Lauderdale-Pompano Beach, FL",0.03541609
14458,54927,Winneconne,WI,"Oshkosh-Neenah, WI",0.03541401
14459,58436,,ND,,0.035413973
14460,70420,Abita Springs,LA,"New Orleans-Metairie, LA",0.03540809
14461,2576,Wareham,MA,"Boston-Cambridge-Newton, MA-NH",0.03540742
14462,61020,Davis Junction,IL,"Rochelle, IL",0.03540465
14463,73730,Covington,OK,"Enid, OK",0.035404064
14464,50009,Altoona,IA,"Des Moines-West Des Moines, IA",0.035404015
14465,13034,Cayuga,NY,"Auburn, NY",0.035402272
14466,36111,Montgomery,AL,"Montgomery, AL",0.03539972
14467,70090,Vacherie,LA,"New Orleans-Metairie, LA",0.035395943
14468,46184,Whiteland,IN,"Indianapolis-Carmel-Anderson, IN",0.03539009
14469,73568,Temple,OK,"Lawton, OK",0.035383992
14470,96113,Herlong,CA,"Susanville, CA",0.035383563
14471,53027,Hartford,WI,"Milwaukee-Waukesha, WI",0.03538352
14472,30453,Reidsville,GA,,0.035377834
14473,14779,Salamanca,NY,"Olean, NY",0.035373613
14474,12737,Glen Spey,NY,,0.035372294
14475,29848,Troy,SC,"Greenwood, SC",0.03537091
14476,13360,Inlet,NY,,0.035366792
14477,11978,Westhampton Beach,NY,"New York-Newark-Jersey City, NY-NJ-PA",0.03536499
14478,3086,Wilton,NH,"Manchester-Nashua, NH",0.03536213
